customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
CUST_023257,39,4,118431.61,4,2,3,Potential Loyalists
CUST_023258,113,6,117062.10999999999,3,4,3,Loyal Customers
CUST_023259,625,1,8967.29,1,1,1,Lost Customers
CUST_023260,7,7,140523.94,5,5,3,Loyal Customers
CUST_023261,175,4,24046.73,2,2,1,Lost Customers
CUST_023262,20,4,57163.86,5,2,2,Potential Loyalists
CUST_023263,47,6,224028.19,4,4,4,Champions
CUST_023264,305,5,212965.08,1,3,4,At Risk
CUST_023265,347,5,264354.03,1,3,5,At Risk
CUST_023266,55,6,440597.15,4,4,5,Champions
CUST_023267,39,7,220145.78999999998,4,5,4,Champions
CUST_023268,1,2,147557.5,5,1,4,Potential Loyalists
CUST_023269,83,8,313542.55,3,5,5,Champions
CUST_023270,76,7,288826.39,3,5,5,Champions
CUST_023271,125,7,231189.2,3,5,5,Champions
CUST_023272,414,4,14557.060000000001,1,2,1,Lost Customers
CUST_023273,26,10,275723.73,5,5,5,Champions
CUST_023274,22,3,14155.560000000001,5,1,1,Potential Loyalists
CUST_023275,194,5,51426.83,2,3,2,At Risk
CUST_023276,89,5,89369.02,3,3,2,Others
CUST_023277,138,3,324731.49,2,1,5,Lost Customers
CUST_023278,707,1,8585.97,1,1,1,Lost Customers
CUST_023279,93,6,69133.8,3,4,2,Others
CUST_023280,306,3,137651.23,1,1,3,Lost Customers
CUST_023281,381,6,603169.12,1,4,5,Champions
CUST_023282,75,4,62251.22,3,2,2,New Customers
CUST_023283,109,7,74113.49,3,5,2,Others
CUST_023284,32,5,66764.98,5,3,2,Potential Loyalists
CUST_023285,404,5,98477.84999999999,1,3,3,At Risk
CUST_023286,53,8,266862.97000000003,4,5,5,Champions
CUST_023287,729,1,117222.51,1,1,3,Lost Customers
CUST_023288,18,5,200029.37,5,3,4,Loyal Customers
CUST_023289,238,3,7488.18,1,1,1,Lost Customers
CUST_023290,69,5,68995.22,4,3,2,Potential Loyalists
CUST_023291,110,5,175655.59,3,3,4,Loyal Customers
CUST_023292,4,8,274386.72,5,5,5,Champions
CUST_023293,131,2,10380.83,3,1,1,New Customers
CUST_023294,100,5,174624.27000000002,3,3,4,Loyal Customers
CUST_023295,49,8,206490.88999999998,4,5,4,Champions
CUST_023296,79,7,59143.44,3,5,2,Others
CUST_023297,14,6,86231.46,5,4,2,Potential Loyalists
CUST_023298,37,4,57465.509999999995,4,2,2,Potential Loyalists
CUST_023299,233,7,234906.0,1,5,5,Champions
CUST_023300,48,5,191060.12,4,3,4,Loyal Customers
CUST_023301,35,5,211714.62,4,3,4,Loyal Customers
CUST_023302,17,3,121109.64,5,1,3,Potential Loyalists
CUST_023303,357,4,87715.18000000001,1,2,2,Lost Customers
CUST_023304,299,4,192403.19999999998,1,2,4,Lost Customers
CUST_023305,50,2,69359.64,4,1,2,Potential Loyalists
CUST_023306,166,5,44802.23,2,3,1,At Risk
CUST_023307,126,2,49821.79,3,1,2,New Customers
CUST_023308,72,5,132320.37,4,3,3,Loyal Customers
CUST_023309,168,4,28487.989999999998,2,2,1,Lost Customers
CUST_023310,49,3,18683.440000000002,4,1,1,Potential Loyalists
CUST_023311,5,6,240666.0,5,4,5,Champions
CUST_023312,332,1,18253.46,1,1,1,Lost Customers
CUST_023313,2,3,40230.56,5,1,1,Potential Loyalists
CUST_023314,42,10,128792.43000000001,4,5,3,Loyal Customers
CUST_023315,474,2,8658.460000000001,1,1,1,Lost Customers
CUST_023316,28,5,274205.52,5,3,5,Loyal Customers
CUST_023317,440,1,9152.44,1,1,1,Lost Customers
CUST_023318,68,9,302881.77999999997,4,5,5,Champions
CUST_023319,58,5,164667.78999999998,4,3,4,Loyal Customers
CUST_023320,132,4,174375.09,3,2,4,New Customers
CUST_023321,9,7,95352.19,5,5,3,Loyal Customers
CUST_023322,147,2,3618.1,2,1,1,Lost Customers
CUST_023323,54,4,130223.84,4,2,3,Potential Loyalists
CUST_023324,40,7,214864.33000000002,4,5,4,Champions
CUST_023325,14,9,250861.69,5,5,5,Champions
CUST_023326,245,6,295856.07,1,4,5,Champions
CUST_023327,351,4,22768.0,1,2,1,Lost Customers
CUST_023328,63,3,42940.95,4,1,1,Potential Loyalists
CUST_023329,67,1,4632.59,4,1,1,Potential Loyalists
CUST_023330,7,4,33260.22,5,2,1,Potential Loyalists
CUST_023331,254,4,122502.48,1,2,3,Lost Customers
CUST_023332,181,4,86111.96,2,2,2,Lost Customers
CUST_023333,278,5,113938.34999999999,1,3,3,At Risk
CUST_023334,57,10,224672.9,4,5,4,Champions
CUST_023335,139,4,263084.99,2,2,5,Lost Customers
CUST_023336,93,5,112679.79,3,3,3,Loyal Customers
CUST_023337,4,5,300476.67000000004,5,3,5,Loyal Customers
CUST_023338,304,3,51160.36,1,1,2,Lost Customers
CUST_023339,55,5,61963.33,4,3,2,Potential Loyalists
CUST_023340,11,4,186522.74,5,2,4,Potential Loyalists
CUST_023341,46,3,38404.94,4,1,1,Potential Loyalists
CUST_023342,208,5,215442.23,2,3,4,At Risk
CUST_023343,33,6,156160.18,4,4,4,Champions
CUST_023344,136,6,105449.38,2,4,3,At Risk
CUST_023345,51,4,116592.41,4,2,3,Potential Loyalists
CUST_023347,110,8,119010.22,3,5,3,Loyal Customers
CUST_023348,387,2,30142.22,1,1,1,Lost Customers
CUST_023349,134,6,106480.56,2,4,3,At Risk
CUST_023350,391,2,103921.14,1,1,3,Lost Customers
CUST_023351,103,6,147762.87,3,4,4,Champions
CUST_023352,32,4,47590.13,5,2,1,Potential Loyalists
CUST_023353,115,2,8246.55,3,1,1,New Customers
CUST_023354,131,6,326043.75,3,4,5,Champions
CUST_023355,16,4,128508.73999999999,5,2,3,Potential Loyalists
CUST_023356,87,7,149812.43,3,5,4,Champions
CUST_023357,111,3,63452.59,3,1,2,New Customers
CUST_023358,281,8,523586.19,1,5,5,Champions
CUST_023359,223,5,305759.13,2,3,5,At Risk
CUST_023360,225,9,151191.81,2,5,4,Champions
CUST_023361,27,12,364902.38,5,5,5,Champions
CUST_023362,182,4,46348.49,2,2,1,Lost Customers
CUST_023363,49,6,435606.64,4,4,5,Champions
CUST_023364,197,4,127114.66,2,2,3,Lost Customers
CUST_023365,33,5,76224.03,4,3,2,Potential Loyalists
CUST_023366,268,4,67660.41,1,2,2,Lost Customers
CUST_023367,7,5,59355.11,5,3,2,Potential Loyalists
CUST_023368,160,5,89501.32,2,3,2,At Risk
CUST_023369,85,5,157201.21,3,3,4,Loyal Customers
CUST_023370,135,7,367470.91,2,5,5,Champions
CUST_023371,406,1,40766.18,1,1,1,Lost Customers
CUST_023372,165,6,362368.39999999997,2,4,5,Champions
CUST_023373,477,2,88637.83,1,1,2,Lost Customers
CUST_023374,308,4,59457.96,1,2,2,Lost Customers
CUST_023375,133,8,278816.82,3,5,5,Champions
CUST_023376,207,4,245033.34999999998,2,2,5,Lost Customers
CUST_023377,24,4,59304.240000000005,5,2,2,Potential Loyalists
CUST_023378,200,6,200377.85,2,4,4,Champions
CUST_023379,217,3,131922.11,2,1,3,Lost Customers
CUST_023380,251,4,213897.07,1,2,4,Lost Customers
CUST_023381,21,7,102088.83,5,5,3,Loyal Customers
CUST_023382,310,3,68639.31999999999,1,1,2,Lost Customers
CUST_023383,191,7,183715.42,2,5,4,Champions
CUST_023384,208,2,148627.03,2,1,4,Lost Customers
CUST_023385,334,4,306185.93,1,2,5,Lost Customers
CUST_023386,174,3,51833.99,2,1,2,Lost Customers
CUST_023387,60,6,21746.24,4,4,1,Potential Loyalists
CUST_023388,395,3,144259.29,1,1,3,Lost Customers
CUST_023389,373,6,269954.48,1,4,5,Champions
CUST_023390,450,3,221566.95,1,1,4,Lost Customers
CUST_023391,43,7,176755.08,4,5,4,Champions
CUST_023392,147,6,180722.23,2,4,4,Champions
CUST_023393,211,3,183515.88,2,1,4,Lost Customers
CUST_023394,46,6,208592.38,4,4,4,Champions
CUST_023395,85,6,129177.31,3,4,3,Loyal Customers
CUST_023396,96,3,76874.54000000001,3,1,2,New Customers
CUST_023397,116,5,341395.11,3,3,5,Loyal Customers
CUST_023398,88,9,225073.66999999998,3,5,4,Champions
CUST_023399,357,3,59647.99,1,1,2,Lost Customers
CUST_023400,115,4,42413.07,3,2,1,New Customers
CUST_023401,57,8,162386.8,4,5,4,Champions
CUST_023402,177,4,21250.96,2,2,1,Lost Customers
CUST_023403,42,3,95254.14,4,1,3,Potential Loyalists
CUST_023404,252,3,26842.4,1,1,1,Lost Customers
CUST_023405,196,4,76063.35,2,2,2,Lost Customers
CUST_023406,113,4,110040.02,3,2,3,New Customers
CUST_023407,25,5,333874.93999999994,5,3,5,Loyal Customers
CUST_023408,22,5,87812.25,5,3,2,Potential Loyalists
CUST_023409,29,6,110550.12000000001,5,4,3,Loyal Customers
CUST_023410,14,2,176610.83,5,1,4,Potential Loyalists
CUST_023411,139,4,94905.16,2,2,3,Lost Customers
CUST_023412,8,7,191621.78,5,5,4,Champions
CUST_023413,123,6,228633.94,3,4,5,Champions
CUST_023414,121,4,51541.34,3,2,2,New Customers
CUST_023415,91,10,288010.49,3,5,5,Champions
CUST_023416,146,10,230630.62,2,5,5,Champions
CUST_023417,42,6,178596.47,4,4,4,Champions
CUST_023418,207,6,229376.26,2,4,5,Champions
CUST_023419,370,2,47675.189999999995,1,1,1,Lost Customers
CUST_023420,273,6,120868.41,1,4,3,At Risk
CUST_023421,181,3,91099.43,2,1,2,Lost Customers
CUST_023422,32,5,137037.11,5,3,3,Loyal Customers
CUST_023423,6,7,320185.82,5,5,5,Champions
CUST_023424,228,5,64042.57,2,3,2,At Risk
CUST_023425,146,2,182075.2,2,1,4,Lost Customers
CUST_023426,352,1,10900.92,1,1,1,Lost Customers
CUST_023427,235,1,998.54,1,1,1,Lost Customers
CUST_023428,83,4,68295.20999999999,3,2,2,New Customers
CUST_023429,315,3,150429.63999999998,1,1,4,Lost Customers
CUST_023430,93,2,12725.29,3,1,1,New Customers
CUST_023431,33,10,377770.71,4,5,5,Champions
CUST_023432,23,4,151077.55,5,2,4,Potential Loyalists
CUST_023433,3,6,104159.1,5,4,3,Loyal Customers
CUST_023434,4,3,74441.92,5,1,2,Potential Loyalists
CUST_023435,16,7,62270.88,5,5,2,Potential Loyalists
CUST_023436,346,5,220719.84,1,3,4,At Risk
CUST_023437,24,3,126736.21,5,1,3,Potential Loyalists
CUST_023438,255,6,151502.67,1,4,4,Champions
CUST_023439,177,5,100026.96,2,3,3,At Risk
CUST_023440,176,5,92085.54,2,3,2,At Risk
CUST_023441,178,4,82002.59999999999,2,2,2,Lost Customers
CUST_023442,58,7,259727.71000000002,4,5,5,Champions
CUST_023443,366,3,69487.09,1,1,2,Lost Customers
CUST_023444,152,3,61904.53,2,1,2,Lost Customers
CUST_023445,153,5,184180.21,2,3,4,At Risk
CUST_023446,31,6,109030.94,5,4,3,Loyal Customers
CUST_023447,158,6,257683.43,2,4,5,Champions
CUST_023448,237,2,40132.81,1,1,1,Lost Customers
CUST_023449,137,2,117525.63,2,1,3,Lost Customers
CUST_023450,26,4,59126.34,5,2,2,Potential Loyalists
CUST_023451,120,5,210080.28,3,3,4,Loyal Customers
CUST_023452,153,2,23282.93,2,1,1,Lost Customers
CUST_023453,63,3,60442.130000000005,4,1,2,Potential Loyalists
CUST_023454,444,3,9803.92,1,1,1,Lost Customers
CUST_023455,284,3,20042.77,1,1,1,Lost Customers
CUST_023456,106,8,268270.22,3,5,5,Champions
CUST_023457,268,4,188884.92,1,2,4,Lost Customers
CUST_023458,26,5,144710.53,5,3,3,Loyal Customers
CUST_023459,77,6,25925.510000000002,3,4,1,Others
CUST_023460,268,4,124755.66,1,2,3,Lost Customers
CUST_023461,48,3,136631.25,4,1,3,Potential Loyalists
CUST_023462,38,9,179976.5,4,5,4,Champions
CUST_023463,18,6,137518.29,5,4,3,Loyal Customers
CUST_023464,289,3,20366.72,1,1,1,Lost Customers
CUST_023465,151,4,66118.38,2,2,2,Lost Customers
CUST_023466,233,3,57694.71000000001,1,1,2,Lost Customers
CUST_023467,51,5,217055.68,4,3,4,Loyal Customers
CUST_023468,48,4,101377.07,4,2,3,Potential Loyalists
CUST_023469,320,1,45231.66,1,1,1,Lost Customers
CUST_023470,50,6,97567.34,4,4,3,Loyal Customers
CUST_023471,348,4,62810.98,1,2,2,Lost Customers
CUST_023472,41,8,292583.06,4,5,5,Champions
CUST_023473,23,7,157643.74,5,5,4,Champions
CUST_023474,128,5,140204.74,3,3,3,Loyal Customers
CUST_023475,207,2,3929.13,2,1,1,Lost Customers
CUST_023476,477,1,94807.96,1,1,3,Lost Customers
CUST_023477,173,8,222763.47999999998,2,5,4,Champions
CUST_023478,41,8,185935.35,4,5,4,Champions
CUST_023480,17,4,89003.31,5,2,2,Potential Loyalists
CUST_023481,33,4,262552.38,4,2,5,Potential Loyalists
CUST_023482,51,5,115426.3,4,3,3,Loyal Customers
CUST_023483,80,5,180157.92,3,3,4,Loyal Customers
CUST_023484,18,5,73401.88,5,3,2,Potential Loyalists
CUST_023485,243,2,141002.79,1,1,3,Lost Customers
CUST_023486,209,2,105583.16,2,1,3,Lost Customers
CUST_023487,22,6,108588.67,5,4,3,Loyal Customers
CUST_023488,62,7,173623.55,4,5,4,Champions
CUST_023489,166,4,548814.14,2,2,5,Lost Customers
CUST_023490,31,5,260205.62,5,3,5,Loyal Customers
CUST_023491,364,5,58303.87,1,3,2,At Risk
CUST_023492,157,5,192226.21000000002,2,3,4,At Risk
CUST_023493,322,4,78462.61,1,2,2,Lost Customers
CUST_023494,69,4,65583.66,4,2,2,Potential Loyalists
CUST_023495,249,5,178869.95,1,3,4,At Risk
CUST_023496,16,4,74588.37,5,2,2,Potential Loyalists
CUST_023497,215,5,72630.56,2,3,2,At Risk
CUST_023498,71,7,220804.34999999998,4,5,4,Champions
CUST_023499,243,4,122675.45,1,2,3,Lost Customers
CUST_023500,458,6,141404.80000000002,1,4,3,At Risk
CUST_023501,28,8,257549.82,5,5,5,Champions
CUST_023502,235,4,180983.45,1,2,4,Lost Customers
CUST_023503,30,3,129546.12000000001,5,1,3,Potential Loyalists
CUST_023504,428,2,83694.98000000001,1,1,2,Lost Customers
CUST_023505,114,6,49423.049999999996,3,4,2,Others
CUST_023506,267,7,177503.77,1,5,4,Champions
CUST_023507,13,9,200562.36,5,5,4,Champions
CUST_023508,58,7,161413.91,4,5,4,Champions
CUST_023509,139,6,163840.38999999998,2,4,4,Champions
CUST_023510,337,4,49088.32,1,2,2,Lost Customers
CUST_023511,241,6,89620.16,1,4,2,At Risk
CUST_023512,568,1,116712.96,1,1,3,Lost Customers
CUST_023513,338,3,58589.700000000004,1,1,2,Lost Customers
CUST_023514,14,2,5859.88,5,1,1,Potential Loyalists
CUST_023515,149,5,131296.65000000002,2,3,3,At Risk
CUST_023516,112,5,204226.4,3,3,4,Loyal Customers
CUST_023517,140,7,175432.07,2,5,4,Champions
CUST_023518,45,5,34069.15,4,3,1,Potential Loyalists
CUST_023519,2,4,304993.35,5,2,5,Potential Loyalists
CUST_023520,175,1,54654.2,2,1,2,Lost Customers
CUST_023521,183,5,50420.31999999999,2,3,2,At Risk
CUST_023522,11,8,323739.56999999995,5,5,5,Champions
CUST_023523,237,2,4373.01,1,1,1,Lost Customers
CUST_023524,50,5,114744.40000000001,4,3,3,Loyal Customers
CUST_023525,24,7,170929.94,5,5,4,Champions
CUST_023526,0,3,14256.11,5,1,1,Potential Loyalists
CUST_023527,14,5,118496.07,5,3,3,Loyal Customers
CUST_023528,22,1,22455.45,5,1,1,Potential Loyalists
CUST_023529,183,5,167081.63,2,3,4,At Risk
CUST_023530,95,5,189784.76,3,3,4,Loyal Customers
CUST_023531,276,7,157927.13,1,5,4,Champions
CUST_023532,14,5,143365.65,5,3,3,Loyal Customers
CUST_023533,6,2,13431.41,5,1,1,Potential Loyalists
CUST_023534,23,4,307325.92,5,2,5,Potential Loyalists
CUST_023535,157,5,198523.0,2,3,4,At Risk
CUST_023536,329,6,73920.7,1,4,2,At Risk
CUST_023537,169,3,60959.950000000004,2,1,2,Lost Customers
CUST_023538,117,4,95728.91,3,2,3,New Customers
CUST_023539,70,5,44029.509999999995,4,3,1,Potential Loyalists
CUST_023540,168,7,290013.77,2,5,5,Champions
CUST_023541,34,4,93539.73,4,2,3,Potential Loyalists
CUST_023542,15,3,4425.63,5,1,1,Potential Loyalists
CUST_023543,175,6,138421.16999999998,2,4,3,At Risk
CUST_023544,110,6,232421.89,3,4,5,Champions
CUST_023545,28,2,28593.230000000003,5,1,1,Potential Loyalists
CUST_023546,172,4,239878.16999999998,2,2,5,Lost Customers
CUST_023547,82,3,77221.20999999999,3,1,2,New Customers
CUST_023548,63,3,296508.95,4,1,5,Potential Loyalists
CUST_023549,80,5,98020.68000000001,3,3,3,Loyal Customers
CUST_023550,355,5,48087.909999999996,1,3,1,At Risk
CUST_023551,75,4,98923.3,3,2,3,New Customers
CUST_023552,25,6,285727.92,5,4,5,Champions
CUST_023553,91,7,142675.31,3,5,3,Loyal Customers
CUST_023554,14,3,65143.33,5,1,2,Potential Loyalists
CUST_023555,20,6,195839.4,5,4,4,Champions
CUST_023556,56,5,62149.83,4,3,2,Potential Loyalists
CUST_023557,388,2,47833.899999999994,1,1,1,Lost Customers
CUST_023558,459,3,235064.4,1,1,5,Lost Customers
CUST_023559,37,3,93697.18,4,1,3,Potential Loyalists
CUST_023560,34,8,368212.02999999997,4,5,5,Champions
CUST_023561,356,5,45550.69,1,3,1,At Risk
CUST_023562,52,6,180893.36,4,4,4,Champions
CUST_023563,41,6,345667.75,4,4,5,Champions
CUST_023564,400,4,99210.98,1,2,3,Lost Customers
CUST_023565,20,6,133212.53,5,4,3,Loyal Customers
CUST_023566,8,8,396323.79000000004,5,5,5,Champions
CUST_023567,22,6,225153.4,5,4,4,Champions
CUST_023568,63,4,129051.09,4,2,3,Potential Loyalists
CUST_023569,195,5,188148.44,2,3,4,At Risk
CUST_023570,114,5,150622.0,3,3,4,Loyal Customers
CUST_023571,143,6,93649.48000000001,2,4,3,At Risk
CUST_023572,518,4,137959.2,1,2,3,Lost Customers
CUST_023573,74,4,98216.54999999999,4,2,3,Potential Loyalists
CUST_023574,123,7,158149.22,3,5,4,Champions
CUST_023575,30,7,210008.81999999998,5,5,4,Champions
CUST_023576,433,2,25715.010000000002,1,1,1,Lost Customers
CUST_023577,16,5,25430.800000000003,5,3,1,Potential Loyalists
CUST_023578,12,1,2179.08,5,1,1,Potential Loyalists
CUST_023579,1,7,227403.85,5,5,5,Champions
CUST_023580,94,4,106360.2,3,2,3,New Customers
CUST_023581,119,2,9921.46,3,1,1,New Customers
CUST_023582,86,5,200786.45,3,3,4,Loyal Customers
CUST_023583,198,5,86836.84,2,3,2,At Risk
CUST_023584,4,2,32437.87,5,1,1,Potential Loyalists
CUST_023585,115,5,141951.75,3,3,3,Loyal Customers
CUST_023586,645,1,139067.86,1,1,3,Lost Customers
CUST_023587,0,6,170752.53,5,4,4,Champions
CUST_023588,83,4,51127.43,3,2,2,New Customers
CUST_023589,30,5,323846.19,5,3,5,Loyal Customers
CUST_023590,76,7,146047.03999999998,3,5,4,Champions
CUST_023591,3,9,436890.54,5,5,5,Champions
CUST_023592,504,3,35186.29,1,1,1,Lost Customers
CUST_023593,110,4,61608.5,3,2,2,New Customers
CUST_023594,21,5,63742.72,5,3,2,Potential Loyalists
CUST_023595,50,4,126049.67,4,2,3,Potential Loyalists
CUST_023596,0,8,323490.60000000003,5,5,5,Champions
CUST_023597,41,8,203880.34,4,5,4,Champions
CUST_023598,135,2,50543.51,2,1,2,Lost Customers
CUST_023599,100,7,225224.81000000003,3,5,4,Champions
CUST_023600,236,4,79515.15000000001,1,2,2,Lost Customers
CUST_023601,170,6,53579.3,2,4,2,At Risk
CUST_023602,31,8,224058.7,5,5,4,Champions
CUST_023603,293,4,19486.16,1,2,1,Lost Customers
CUST_023604,119,5,154523.21000000002,3,3,4,Loyal Customers
CUST_023605,283,4,67959.34,1,2,2,Lost Customers
CUST_023606,20,4,17678.83,5,2,1,Potential Loyalists
CUST_023607,243,1,9587.01,1,1,1,Lost Customers
CUST_023608,181,6,116493.19,2,4,3,At Risk
CUST_023609,78,4,110268.9,3,2,3,New Customers
CUST_023610,7,6,87933.98000000001,5,4,2,Potential Loyalists
CUST_023611,29,7,199704.06,5,5,4,Champions
CUST_023612,189,5,309032.53,2,3,5,At Risk
CUST_023613,156,7,57028.020000000004,2,5,2,At Risk
CUST_023614,37,6,348431.41000000003,4,4,5,Champions
CUST_023615,170,6,164770.32,2,4,4,Champions
CUST_023616,30,8,149139.91,5,5,4,Champions
CUST_023617,400,3,13382.56,1,1,1,Lost Customers
CUST_023618,342,7,143281.94,1,5,3,At Risk
CUST_023619,382,4,118100.17,1,2,3,Lost Customers
CUST_023620,5,8,195379.83,5,5,4,Champions
CUST_023621,192,8,385752.39,2,5,5,Champions
CUST_023622,155,6,93812.64,2,4,3,At Risk
CUST_023623,187,3,252800.83000000002,2,1,5,Lost Customers
CUST_023624,126,8,524505.06,3,5,5,Champions
CUST_023625,5,6,160613.87999999998,5,4,4,Champions
CUST_023626,68,6,374052.89,4,4,5,Champions
CUST_023627,209,3,77388.72,2,1,2,Lost Customers
CUST_023628,262,2,9882.07,1,1,1,Lost Customers
CUST_023629,308,5,31558.54,1,3,1,At Risk
CUST_023630,65,4,45841.47,4,2,1,Potential Loyalists
CUST_023631,63,4,172697.74,4,2,4,Potential Loyalists
CUST_023632,269,3,139762.61,1,1,3,Lost Customers
CUST_023633,172,2,57032.700000000004,2,1,2,Lost Customers
CUST_023634,107,3,13567.97,3,1,1,New Customers
CUST_023635,249,6,87235.03,1,4,2,At Risk
CUST_023636,159,2,45066.82,2,1,1,Lost Customers
CUST_023637,343,3,137131.63,1,1,3,Lost Customers
CUST_023638,235,6,91512.92,1,4,2,At Risk
CUST_023639,28,4,73238.91,5,2,2,Potential Loyalists
CUST_023640,67,6,118379.39,4,4,3,Loyal Customers
CUST_023641,703,1,43038.0,1,1,1,Lost Customers
CUST_023642,143,2,37858.78,2,1,1,Lost Customers
CUST_023643,17,5,127948.22,5,3,3,Loyal Customers
CUST_023644,118,7,745033.13,3,5,5,Champions
CUST_023645,91,5,105294.67,3,3,3,Loyal Customers
CUST_023646,159,8,327050.64,2,5,5,Champions
CUST_023647,103,5,262550.25,3,3,5,Loyal Customers
CUST_023648,285,4,176966.38999999998,1,2,4,Lost Customers
CUST_023649,51,5,102709.43,4,3,3,Loyal Customers
CUST_023650,20,4,79771.17,5,2,2,Potential Loyalists
CUST_023651,166,4,86427.07,2,2,2,Lost Customers
CUST_023652,138,4,146887.37,2,2,4,Lost Customers
CUST_023653,145,3,7218.3099999999995,2,1,1,Lost Customers
CUST_023654,59,3,170954.84,4,1,4,Potential Loyalists
CUST_023655,43,8,253222.39,4,5,5,Champions
CUST_023656,54,3,50264.03,4,1,2,Potential Loyalists
CUST_023657,24,3,345177.79000000004,5,1,5,Potential Loyalists
CUST_023658,26,1,7029.27,5,1,1,Potential Loyalists
CUST_023659,184,2,5015.1900000000005,2,1,1,Lost Customers
CUST_023660,63,6,224860.28,4,4,4,Champions
CUST_023661,474,1,3414.18,1,1,1,Lost Customers
CUST_023662,138,7,122689.83,2,5,3,At Risk
CUST_023663,80,2,5590.57,3,1,1,New Customers
CUST_023664,27,5,133034.56,5,3,3,Loyal Customers
CUST_023665,77,3,63306.01,3,1,2,New Customers
CUST_023666,37,12,339699.37,4,5,5,Champions
CUST_023667,45,5,77529.89,4,3,2,Potential Loyalists
CUST_023668,618,3,110067.74,1,1,3,Lost Customers
CUST_023669,46,6,108941.37000000001,4,4,3,Loyal Customers
CUST_023670,67,5,87304.34,4,3,2,Potential Loyalists
CUST_023671,26,5,148061.46,5,3,4,Loyal Customers
CUST_023672,54,3,20338.3,4,1,1,Potential Loyalists
CUST_023673,394,5,106123.35,1,3,3,At Risk
CUST_023674,159,6,32438.71,2,4,1,At Risk
CUST_023675,74,6,263928.45,4,4,5,Champions
CUST_023676,274,5,73534.23,1,3,2,At Risk
CUST_023677,71,4,8992.26,4,2,1,Potential Loyalists
CUST_023678,131,5,68546.01000000001,3,3,2,Others
CUST_023679,2,3,85237.0,5,1,2,Potential Loyalists
CUST_023680,35,6,453565.17,4,4,5,Champions
CUST_023681,23,6,37154.479999999996,5,4,1,Potential Loyalists
CUST_023682,91,5,148102.48,3,3,4,Loyal Customers
CUST_023683,54,7,94046.0,4,5,3,Loyal Customers
CUST_023684,142,9,198559.30000000002,2,5,4,Champions
CUST_023685,144,2,16276.43,2,1,1,Lost Customers
CUST_023686,412,1,1453.77,1,1,1,Lost Customers
CUST_023687,56,4,120308.55,4,2,3,Potential Loyalists
CUST_023688,3,6,314927.62,5,4,5,Champions
CUST_023689,205,5,124695.47,2,3,3,At Risk
CUST_023690,42,10,217644.78,4,5,4,Champions
CUST_023691,191,4,27069.61,2,2,1,Lost Customers
CUST_023692,284,3,43785.95,1,1,1,Lost Customers
CUST_023693,52,9,385084.67,4,5,5,Champions
CUST_023694,290,7,130295.82,1,5,3,At Risk
CUST_023695,11,5,53112.4,5,3,2,Potential Loyalists
CUST_023696,491,2,123574.01,1,1,3,Lost Customers
CUST_023697,275,6,263783.01999999996,1,4,5,Champions
CUST_023698,66,5,87083.83,4,3,2,Potential Loyalists
CUST_023699,47,5,93727.5,4,3,3,Loyal Customers
CUST_023700,160,10,322162.87,2,5,5,Champions
CUST_023701,231,3,15201.61,2,1,1,Lost Customers
CUST_023702,17,6,229033.86000000002,5,4,5,Champions
CUST_023703,100,3,174610.47,3,1,4,New Customers
CUST_023704,58,6,263614.24,4,4,5,Champions
CUST_023705,186,3,117491.54000000001,2,1,3,Lost Customers
CUST_023706,36,6,48127.3,4,4,1,Potential Loyalists
CUST_023707,146,5,287680.68,2,3,5,At Risk
CUST_023708,13,4,233020.76,5,2,5,Potential Loyalists
CUST_023709,107,4,68434.18000000001,3,2,2,New Customers
CUST_023710,58,2,8042.89,4,1,1,Potential Loyalists
CUST_023711,59,7,116716.43,4,5,3,Loyal Customers
CUST_023712,15,6,152887.11,5,4,4,Champions
CUST_023713,178,5,91048.6,2,3,2,At Risk
CUST_023714,32,5,39675.66,5,3,1,Potential Loyalists
CUST_023715,402,2,14454.369999999999,1,1,1,Lost Customers
CUST_023716,202,2,18124.55,2,1,1,Lost Customers
CUST_023717,21,7,206919.77000000002,5,5,4,Champions
CUST_023718,190,3,65742.32999999999,2,1,2,Lost Customers
CUST_023720,217,5,147307.0,2,3,4,At Risk
CUST_023721,86,5,247995.74,3,3,5,Loyal Customers
CUST_023722,12,9,107059.52,5,5,3,Loyal Customers
CUST_023723,150,9,230018.90999999997,2,5,5,Champions
CUST_023724,34,6,392538.76,4,4,5,Champions
CUST_023725,107,5,220750.85,3,3,4,Loyal Customers
CUST_023726,16,6,136982.37,5,4,3,Loyal Customers
CUST_023727,66,4,113039.77,4,2,3,Potential Loyalists
CUST_023728,315,4,103098.35,1,2,3,Lost Customers
CUST_023729,446,4,165388.11000000002,1,2,4,Lost Customers
CUST_023730,4,5,47127.91,5,3,1,Potential Loyalists
CUST_023731,31,7,81082.91,5,5,2,Potential Loyalists
CUST_023732,145,5,51894.29,2,3,2,At Risk
CUST_023733,27,7,129824.76999999999,5,5,3,Loyal Customers
CUST_023734,78,6,284320.38,3,4,5,Champions
CUST_023735,152,2,12696.5,2,1,1,Lost Customers
CUST_023736,515,1,6730.16,1,1,1,Lost Customers
CUST_023737,277,5,222320.72000000003,1,3,4,At Risk
CUST_023738,187,6,67324.13,2,4,2,At Risk
CUST_023739,73,6,178350.51,4,4,4,Champions
CUST_023740,175,10,250440.33000000002,2,5,5,Champions
